Continuum,Category,Query,Google Title,Real WikiHow Title,URL,Rejection_Reason
domestic,baby_care,site:wikihow.com Category:Baby Care,Feeding Baby Budgies: Step-by-Step Guide,Feeding Baby Budgies: Step-by-Step Guide,https://www.wikihow.com/Feed-a-Baby-Budgie,Animal Leak
domestic,baby_care,site:wikihow.com Category:Baby Care,The Best Way to Care for Baby Mice,How to Care for Baby Mice,https://www.wikihow.com/Care-for-Baby-Mice,Animal Leak
domestic,baby_care,site:wikihow.com Category:Baby Care,How to Raise a Baby House Sparrow,How to Raise a Baby House Sparrow,https://www.wikihow.com/Raise-a-Baby-House-Sparrow,Animal Leak
domestic,baby_care,site:wikihow.com Category:Baby Care,How to Care for Baby Guinea Pigs: 12 Expert Tips,A Veterinarian-Approved Guide to Caring for Baby Guinea Pigs,https://www.wikihow.com/Care-for-Baby-Guinea-Pigs,Animal Leak
domestic,baby_care,site:wikihow.com Category:Baby Care,How to Take Care of a Reborn Baby Doll,How to Take Care of a Reborn Baby Doll,https://www.wikihow.com/Take-Care-of-a-Reborn-Baby-Doll,Toy Care
domestic,baby_care,site:wikihow.com Category:Baby Care,60+ Heartfelt and Meaningful Blessings for Newborns,60+ Inspirational Baby Blessings & Quotes Celebrate a Newborn,https://www.wikihow.com/Blessings-for-Newborns,Social Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,140+ Heartfelt Wishes for a New Born Baby Boy,"140+ Ways to Say ""Congratulations on Your Baby Boy""",https://www.wikihow.com/Wishes-for-New-Born-Baby-Boy,Social Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,"150+ Baby Boy Nicknames: Sweet, Cute & Funny Ideas",150+ Ultimate Baby Nicknames for Boys,https://www.wikihow.com/Baby-Boy-Nicknames,Social Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,4 Ways to Care for a Baby Wild Mouse,How to Care for a Baby Wild Mouse,https://www.wikihow.com/Care-for-a-Baby-Wild-Mouse,Animal Leak
domestic,baby_care,site:wikihow.com Category:Baby Care,"100+ ""Have a Blessed Week"" Messages: Prayers, Quotes ...","100+ Quotes, Wishes & Messages to Wish Someone a Blessed Week",https://www.wikihow.com/Have-a-Blessed-Week,Social Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,Candlestick Pattern Cheat Sheet: 37 Key Signals to Learn,A Beginner’s Guide to Candlestick Patterns,https://www.wikihow.com/Candlestick-Patterns-Cheat-Sheet,Financial Leak
domestic,baby_care,site:wikihow.com Category:Baby Care,200 Fun Truth or Dare Questions To Send Over Text,Virtual Truth or Dare Questions to Keep Things Interesting,https://www.wikihow.com/Truth-or-Dare-Questions-over-Text,Social Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,"225 Islamic Birthday Wishes, Quotes, & Duas",The Best Birthday Wishes in Islam: 225 Message Ideas,https://www.wikihow.com/Birthday-Wishes-Islam,Social Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,Happy One Month Anniversary Messages,Celebrate Your One Month Anniversary with These Sweet Messages,https://www.wikihow.com/Happy-One-Month-Anniversary,Social Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,200+ Heartfelt Good Evening Messages for a Friend,"200+ Good Evening Messages for a Friend: Female, Male & Long-Distance",https://www.wikihow.com/Good-Evening-Message-for-a-Friend,Social Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,"200+ Facebook Bio Ideas: Short, Funny, Creative & More",How to Make a Facebook Bio: 200+ Engaging Examples (+ Writing Tips),https://www.wikihow.com/Facebook-Bio,Social Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,How to Run Away From Home (with Pictures),How to Run Away From Home,https://www.wikihow.com/Run-away-From-Home,Mischief Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,3 Ways to Care for Peacocks,How to Care for Peacocks,https://www.wikihow.com/Care-for-Peacocks,Animal Leak
domestic,baby_care,site:wikihow.com Category:Baby Care,A Complete Guide to Feeding a Mother Dog After Labor,A Complete Guide to Feeding a Mother Dog After Labor,https://www.wikihow.com/Feed-and-Hydrate-a-Mother-Dog,Animal Leak
domestic,baby_care,site:wikihow.com Category:Baby Care,200+ Witty Good Morning Messages to Brighten Their Day,200+ Witty Good Morning Messages to Make Them Smile,https://www.wikihow.com/Witty-Good-Morning,Social Noise
domestic,baby_care,site:wikihow.com Category:Baby Care,200+ I Love You More than Quotes and Phrases,200+ Best Expressions to Say “I Love You More than…”,https://www.wikihow.com/I-Love-You-More-than,Social Noise
domestic,baking,"site:wikihow.com ""how to"" Baking",How to Bake Cookies on Your Car Dashboard: 11 Steps,How to Bake Cookies on Your Car Dashboard,https://www.wikihow.com/Bake-Cookies-on-Your-Car-Dashboard,Mischief/Gimmick Noise
domestic,electrical_wiring,site:wikihow.com Category:Electrical Wiring,3 Ways to Hotwire a Car,How to Hotwire a Car,https://www.wikihow.com/Hotwire-a-Car,Mischief Noise
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",How to Get Rid of Ghosts in Your House: Expert Advice,How to Get Rid of a Ghost in Your House (& Signs Your House is Haunted),https://www.wikihow.com/Get-a-Ghost-out-of-Your-House,Paranormal Noise
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",How to Make Sugar Rockets (with Pictures),How to Make Sugar Rockets,https://www.wikihow.com/Make-Sugar-Rockets,Mischief/Danger
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",How to Blow a Fuse: 7 Steps (with Pictures),How to Blow a Fuse (On Purpose),https://www.wikihow.com/Blow-a-Fuse,Mischief Noise
domestic,electrical_wiring,"site:wikihow.com ""how to"" Electrical Wiring",How to Build a High Powered Laser: 12 Steps (with Pictures),How to Build a High Powered Laser,https://www.wikihow.com/Build-a-High-Powered-Laser,Dangerous/Weapon
domestic,electrical_wiring,"site:wikihow.com ""how to"" Electrical Wiring",How to Make an Electromagnetic Pulse (with Pictures),How to Make an Electromagnetic Pulse,https://www.wikihow.com/Make-an-Electromagnetic-Pulse,Dangerous/Weapon
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""","How to Tell What Animal Is in Your Wall: Signs, Removal, & ...",Do You Have Animals in Your Walls? Dealing with Animals in Your Walls or Attic,https://www.wikihow.com/Tell-What-Animal-Is-in-My-Wall,Pest Control Leak
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",How to Get Rid of Squirrels in the Attic & Prevent Re-Entry,How to Get Rid of Squirrels in the Attic & Prevent Re-Entry,https://www.wikihow.com/Get-Rid-of-Squirrels-in-the-Attic,Pest Control Leak
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",How Many Babies Do Mice Have? Plus Tips on Pest Control,How Many Babies Can a Mother Mouse Have at Once? (Hint: A Lot),https://www.wikihow.com/How-Many-Babies-Do-Mice-Have,Animal Leak
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",How to Care for an Outdoor Rabbit: 10 Steps (with Pictures),How to Care for an Outdoor Rabbit,https://www.wikihow.com/Care-for-an-Outdoor-Rabbit,Animal Leak
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",How to Custom Paint Your Electric Guitar (with Pictures),How to Custom Paint Your Electric Guitar,https://www.wikihow.com/Custom-Paint-Your-Electric-Guitar,Hobby Noise
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",How to Build a Model Railroad: 13 Steps (with Pictures),How to Build a Model Railroad,https://www.wikihow.com/Build-a-Model-Railroad,Hobby Noise
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",Your Ultimate Guide for Finding a New Hobby You Enjoy,Your Ultimate Guide for Finding a New Hobby You Enjoy,https://www.wikihow.com/Find-a-Hobby,Self-Help Noise
domestic,electrical_wiring,site:wikihow.com Category:Electrical Wiring,How to Create an Inventory List in Excel (with Pictures),How to Create an Inventory List in Microsoft Excel: Step-by-Step Guide,https://www.wikihow.com/Create-an-Inventory-List-in-Excel,Lifestyle Noise
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",How to Write an Internship Report: Outline & Examples,How to Write a Report After an Internship,https://www.wikihow.com/Write-a-Report-After-an-Internship,Student Noise
domestic,electrical_wiring,"site:wikihow.com ""Electrical Wiring""",How to Tell If Your Car is Bugged: Signs You're Being ...,How to Check If Your Car is Bugged: What to Watch Out For and What to Do,https://www.wikihow.com/Tell-if-Your-Car-Is-Bugged,Paranoia Noise
domestic,electrical_wiring,"site:wikihow.com ""how to"" Electrical Wiring",3 Ways to Fix Vape Pen Wires,How to Fix Vape Pen Wires,https://www.wikihow.com/Fix-Vape-Pen-Wires,Lifestyle Noise
domestic,electrical_wiring,"site:wikihow.com ""how to"" Electrical Wiring",3 Ways to Record a Song With Audacity,How to Record a Song With Audacity,https://www.wikihow.com/Record-a-Song-With-Audacity,Tech Noise
domestic,gardening,"site:wikihow.com ""Gardening""",3 Ways to Prepare for Menopause Related Health Changes,How to Prepare for Menopause Related Health Changes,https://wikihow.com/Prepare-for-Menopause-Related-Health-Changes,Health Noise
domestic,gardening,"site:wikihow.com ""Gardening""",How to Keep Yourself Healthy After Recovering from an Eating ...,How to Keep Yourself Healthy After Recovering from an Eating Disorder,https://m.wikihow.com/Keep-Yourself-Healthy-After-Recovering-from-an-Eating-Disorder,Health Noise
domestic,gardening,"site:wikihow.com ""how to"" Gardening",3 Ways to Make a Basket from a Garden Hose,How to Make a Basket from a Garden Hose,https://www.wikihow.com/Make-a-Basket-from-a-Garden-Hose,Crafts Noise
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,How to Take a Screenshot on a Windows PC: 8 Simple Tricks,How to Take a Screenshot on a Windows PC: 8 Simple Tricks,https://www.wikihow.com/Take-a-Screenshot-in-Microsoft-Windows,Tech Noise
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,Percy Jackson Cabin Quiz,Which Camp Half-Blood Cabin Am I In?,https://www.wikihow.com/Percy-Jackson-Cabin-Quiz,Gaming/Fandom
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,How to Play M.A.S.H in 6 Easy Steps,M.A.S.H: A Silly Prediction Game for All Ages,https://www.wikihow.com/Play-M.A.S.H,Social Noise
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,What Do the Jujutsu Kaisen Domain Expansion Hand ...,What Every Domain Expansion Hand Sign Means In Jujutsu Kaisen,https://www.wikihow.com/Domain-Expansion-Hand-Sign,Gaming/Fandom
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,What Animal Am I Quiz,What Animal Am I?,https://www.wikihow.com/What-Animal-Am-I,Social Noise
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,Mental Age Test,What Is My Mental Age?,https://www.wikihow.com/Mental-Age-Test,Social Noise
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,200 Fun Truth or Dare Questions To Send Over Text,Virtual Truth or Dare Questions to Keep Things Interesting,https://www.wikihow.com/Truth-or-Dare-Questions-over-Text,Social Noise
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,What Emojis Mean Sex? A Thorough Guide to Dirty Emojis,What Emojis Mean Sex?,https://www.wikihow.com/What-Emojis-Mean-Sex,Social Noise
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,Creepy Numbers to Call: 10+ Scary & Haunted Phone #s,10+ Scary Phone Numbers to Call,https://www.wikihow.com/Creepy-Numbers-to-Call,Mischief/Paranormal
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,How to Open a Locked Door Without a Key: 6 Easy Methods,How to Unlock a Door Without a Key,https://www.wikihow.com/Open-a-Locked-Door,Mischief Noise
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,What Is Phrogging? Protect Your Home from Secret Guests,Phrogging: How to Tell If Someone Is Living In Your Home,https://www.wikihow.com/Phrogging-Meaning,Mischief/Safety Violation
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,How to Ascend Fast in Grow a Garden on Roblox,How to Ascend Fast in Grow a Garden on Roblox,https://www.wikihow.com/Rebirth-in-Grow-a-Garden,Gaming Noise
domestic,home-and-garden,site:wikihow.com Category:Home-and-Garden,Grow a Garden Mutations: How to Find & Combine Them All,How to Unlock Every Mutation in Grow a Garden: Complete List,https://www.wikihow.com/Grow-a-Garden-Mutations,Gaming Noise
domestic,home-and-garden,"site:wikihow.com ""Home-and-Garden""",Candlestick Pattern Cheat Sheet: 37 Key Signals to Learn,A Beginner’s Guide to Candlestick Patterns,https://www.wikihow.com/Candlestick-Patterns-Cheat-Sheet,Financial Leak
domestic,home-and-garden,"site:wikihow.com ""Home-and-Garden""",How to Get Rid of an Unwanted Erection: 12 Discreet Ways,How to Stop an Erection: Ending & Hiding Unexpected Arousal,https://www.wikihow.com/Get-Rid-of-an-Unwanted-Erection,Lifestyle Noise
domestic,home-and-garden,"site:wikihow.com ""Home-and-Garden""",Alpha Beta Omega Test: Find Your Place in the Omegaverse,"Am I an Alpha, Beta, or Omega?",https://www.wikihow.com/Alpha-Beta-Omega-Test,Social/Fandom Noise
domestic,home-and-garden,"site:wikihow.com ""Home-and-Garden""",What Would You Go to Jail for Quiz: Find Out Now!,What Would I Go to Jail For?,https://www.wikihow.com/What-Would-You-Go-to-Jail-for-Quiz,Social/Mischief
domestic,home-and-garden,"site:wikihow.com ""Home-and-Garden""",How to Become a Pornstar,How to Be a Pornstar,https://www.wikihow.com/Be-a-Pornstar,Lifestyle/Career Noise
domestic,home-and-garden,"site:wikihow.com ""Home-and-Garden""",WLW Rizz: Sapphic Pickup Lines & Dating Tips,75+ WLW Pick Up Lines to Rizz Up Any Woman,https://www.wikihow.com/Wlw-Rizz,Lifestyle/Dating Noise
domestic,housekeeping,site:wikihow.com Category:Housekeeping,Cleaning Skin - how to articles from wikiHow,Cleaning Skin,https://www.wikihow.com/Category:Cleaning-Skin,Hygiene Leak
domestic,housekeeping,site:wikihow.com Category:Housekeeping,Cleaning Ears - how to articles from wikiHow,Cleaning Ears,https://www.wikihow.com/Category:Cleaning-Ears,Hygiene Leak
domestic,housekeeping,site:wikihow.com Category:Housekeeping,Cleaning Teeth - how to articles from wikiHow,Cleaning Teeth,https://www.wikihow.com/Category:Cleaning-Teeth,Hygiene Leak
domestic,housekeeping,site:wikihow.com Category:Housekeeping,Cleaning Hair - how to articles from wikiHow,Cleaning Hair,https://www.wikihow.com/Category:Cleaning-Hair,Hygiene Leak
domestic,housekeeping,site:wikihow.com Category:Housekeeping,How to Delete a WordPress Theme Completely (3 Easy Methods),How to Delete a WordPress Theme Completely (3 Easy Methods),https://www.wikihow.com/Delete-a-WordPress-Theme-Completely,Tech Noise
domestic,housekeeping,site:wikihow.com Category:Housekeeping,How to Smudge a House,How to Smudge a House,https://www.wikihow.com/Smudge-a-House,Religious Noise
domestic,housekeeping,site:wikihow.com Category:Housekeeping,Cleaning Up After Dogs - how to articles from wikiHow,Cleaning Up After Dogs,https://www.wikihow.com/Category:Cleaning-Up-After-Dogs,Animal Leak
domestic,housekeeping,site:wikihow.com Category:Housekeeping,Cleaning Up After Cats - how to articles from wikiHow,Cleaning Up After Cats,https://www.wikihow.com/Category:Cleaning-Up-After-Cats,Animal Leak
domestic,housekeeping,site:wikihow.com Category:Housekeeping,How to Start a Cleaning Business,How to Start a Cleaning Business,https://www.wikihow.com/Start-a-Cleaning-Business,Occupational Leak
domestic,housekeeping,site:wikihow.com Category:Housekeeping,How to Be a Good Housekeeper in a Hotel,How to Be a Good Housekeeper in a Hotel,https://www.wikihow.com/Be-a-Good-Housekeeper-in-a-Hotel,Occupational Leak
domestic,housekeeping,"site:wikihow.com ""how to"" Housekeeping",How to Be More Independent As a Teen Girl,How to Be More Independent As a Teen Girl,https://www.wikihow.com/Be-More-Independent-As-a-Teen-Girl,Social Noise
domestic,housekeeping,"site:wikihow.com ""Housekeeping""",How to Get Rid of Dead Mouse Smell in Your Home: 11 Tips,How to Eliminate Dead Mouse Odors,https://www.wikihow.com/Get-Rid-of-Dead-Mouse-Smell,Pest Noise
domestic,housekeeping,"site:wikihow.com ""Housekeeping""",How to Clean Up Vomit & Diarrhea Safely,"How to Clean Up Vomit & Diarrhea (Plus, Disinfect Contaminated Surfaces)",https://www.wikihow.com/Clean-Up-Vomit,Pest/Animal Noise
domestic,housekeeping,"site:wikihow.com ""Housekeeping""",How to Make Rat Poison at Home: 4 Methods,How to Make Homemade Rat Poison From Household Ingredients,https://www.wikihow.com/Make-Rat-Poison,Pest Control Noise
domestic,laundry,site:wikihow.com Category:Laundry,How to Start a Dry Cleaning Business,How to Start a Dry Cleaning Business,https://www.wikihow.com/Start-a-Dry-Cleaning-Business,Occupational Leak
domestic,laundry,site:wikihow.com Category:Laundry,How to Run a Laundromat,How to Run a Laundromat,https://www.wikihow.com/Run-a-Laundromat,Occupational Leak
domestic,laundry,"site:wikihow.com ""Laundry""",How to Make Laundry Detergent Slime - wikiHow,How to Make Laundry Detergent Slime,https://www.wikihow.com/Make-Laundry-Detergent-Slime,Craft/Toy Noise
domestic,laundry,"site:wikihow.com ""how to"" Laundry",How to Make Silly Putty - Video,How to Make Silly Putty,https://www.wikihow.com/Video/Make-Silly-Putty,Craft/Toy Noise
domestic,laundry,"site:wikihow.com ""how to"" Laundry",How to Persuade People,6 Ways to Persuade People,https://www.wikihow.com/Persuade-People,Social Noise
domestic,laundry,"site:wikihow.com ""how to"" Laundry",How to Look Attractive (Guys) (with Pictures),How to Look Attractive (Guys),https://www.wikihow.com/Look-Attractive-(Guys),Lifestyle Noise
domestic,laundry,"site:wikihow.com ""how to"" Laundry",How to Help a Family Member with Alzheimer's... ,How to Help a Family Member with Alzheimer's...,https://wikihow.com/Help-a-Family-Member-with-Alzheimer's-During-the-Coronavirus-Outbreak,Healthcare Leak
domestic,plumbing,site:wikihow.com Category:Plumbing,How to Get a Plumbing Apprenticeship,How to Get a Plumbing Apprenticeship,https://www.wikihow.com/Get-a-Plumbing-Apprenticeship,Occupational Leak
domestic,plumbing,"site:wikihow.com ""Plumbing""",How to Be a Plumber,How to Be a Plumber,https://www.wikihow.com/Be-a-Plumber,Occupational Leak
domestic,plumbing,site:wikihow.com Category:Plumbing,3 Ways to Make Pan Pipes,How to Make Pan Pipes,https://www.wikihow.com/Make-Pan-Pipes,Musical Noise
domestic,plumbing,site:wikihow.com Category:Plumbing,How to Use an Indian Bathroom: Tips & Advice for Beginners,Your Ultimate Guide to Using a Squat Toilet in India,https://www.wikihow.com/Use-an-Indian-Bathroom,Travel/Social Noise
domestic,towel_origami_and_decoration,site:wikihow.com Category:Towel Origami and Decoration,How to Make a Paper Swan,How to Make a Paper Swan,https://www.wikihow.com/Make-a-Paper-Swan,Paper Origami Noise
domestic,towel_origami_and_decoration,site:wikihow.com Category:Towel Origami and Decoration,3 Ways to Make a Paper Snake,How to Make a Paper Snake,https://www.wikihow.com/Make-a-Paper-Snake,Paper Origami Noise
domestic,towel_origami_and_decoration,site:wikihow.com Category:Towel Origami and Decoration,How to Wrap a Present: An Easy Step-by-Step Guide,How to Wrap a Present Like a Pro,https://www.wikihow.com/Wrap-a-Present,Gift Wrap Noise
domestic,towel_origami_and_decoration,"site:wikihow.com ""how to"" Towel Origami and Decoration",4 Ways to Make a Glitter Bomb,How to Make a Glitter Bomb,https://www.wikihow.com/Make-a-Glitter-Bomb,Mischief Noise
domestic,towel_origami_and_decoration,"site:wikihow.com ""how to"" Towel Origami and Decoration",3 Ways to Make a Bomb Bag,How to Make a Bomb Bag,https://www.wikihow.com/Make-a-Bomb-Bag,Mischief Noise
domestic,towel_origami_and_decoration,"site:wikihow.com ""how to"" Towel Origami and Decoration",11 Stylish Ways to Fold a Pocket Square,11 Stylish Ways to Fold a Pocket Square,https://www.wikihow.com/Fold-a-Handkerchief,Apparel Noise
domestic,towel_origami_and_decoration,"site:wikihow.com ""how to"" Towel Origami and Decoration",How to Clean an Umbilical Cord Stump on a Newborn Baby,How to Clean an Umbilical Cord Stump on a Newborn Baby,https://www.wikihow.com/Clean-an-Umbilical-Cord-Stump-on-a-Newborn-Baby,Baby Care Leak
domestic,towel_origami_and_decoration,"site:wikihow.com ""how to"" Towel Origami and Decoration",How to Make a Homemade Diaper (with Pictures),How to Make a Homemade Diaper,https://www.wikihow.com/Make-a-Homemade-Diaper,Baby Care Leak
domestic,towel_origami_and_decoration,"site:wikihow.com ""how to"" Towel Origami and Decoration",5 Ways to Celebrate Your Girlfriend's Birthday,How to Celebrate Your Girlfriend's Birthday,https://m.wikihow.com/Celebrate-Your-Girlfriend's-Birthday,Social Noise
domestic,towel_origami_and_decoration,"site:wikihow.com ""how to"" Towel Origami and Decoration",How to Make Balloon Animals,How to Make Balloon Animals,https://www.wikihow.com/Make-Balloon-Animals,Toy Noise
domestic,traditional_laundry_methods,site:wikihow.com 'traditional laundry methods',17 Best (Legal) Ways to Annoy Your Neighbor,How to Annoy Your Neighbor,https://www.wikihow.com/Annoy-Your-Neighbor,Mischief Noise
domestic,traditional_laundry_methods,site:wikihow.com 'traditional laundry methods',How to Look Attractive (Guys) (with Pictures),How to Look Attractive (Guys),https://www.wikihow.com/Look-Attractive-(Guys),Lifestyle Noise
domestic,traditional_laundry_methods,site:wikihow.com 'traditional laundry methods',How to Wear a Karate Gi: 11 Steps (with Pictures),How to Wear a Karate Gi,https://www.wikihow.com/Wear-a-Karate-Gi,Apparel Noise
domestic,traditional_laundry_methods,site:wikihow.com 'traditional laundry methods',How to Start a Dry Cleaning Business,How to Start a Dry Cleaning Business,https://www.wikihow.com/Start-a-Dry-Cleaning-Business,Occupational Leak
domestic,traditional_laundry_methods,site:wikihow.com 'traditional laundry methods',How to Ice Dye: Create Colorful DIY Fabrics,How to Ice Dye: Easy & Creative Tie-Dye Technique,https://www.wikihow.com/Ice-Dye,Craft Noise
domestic,washing_machines_and_dryers,site:wikihow.com Category:Washing Machines and Dryers,How to Run a Laundromat,How to Run a Laundromat,https://www.wikihow.com/Run-a-Laundromat,Occupational Leak
domestic,washing_machines_and_dryers,site:wikihow.com Category:Washing Machines and Dryers,How to Open a Car Wash Business,How to Open a Car Wash Business,https://www.wikihow.com/Open-a-Car-Wash-Business,Occupational Leak
domestic,washing_machines_and_dryers,site:wikihow.com Category:Washing Machines and Dryers,How to Blow Dry Hair Straight,How to Straighten Hair With a Blow Dryer,https://www.wikihow.com/Blow-Dry-Hair-Straight,Grooming Noise
domestic,washing_machines_and_dryers,"site:wikihow.com ""how to"" Washing Machines and Dryers",How to Blow Dry Curly Hair with a Diffuser,How to Blow Dry Curly Hair with a Diffuser,https://www.wikihow.com/Blow-Dry-Curly-Hair-with-a-Diffuser,Grooming Noise
domestic,washing_machines_and_dryers,"site:wikihow.com ""how to"" Washing Machines and Dryers",How to Use a Self-Service Car Wash,How to Use a Self-Service Car Wash,https://www.wikihow.com/Use-a-Self-Service-Car-Wash,Automotive Leak
domestic,washing_machines_and_dryers,"site:wikihow.com ""how to"" Washing Machines and Dryers",How to Be a Good Apartment Neighbor,How to Be a Good Apartment Neighbor,https://www.wikihow.com/Be-a-Good-Apartment-Neighbor,Social Noise
domestic,washing_machines_and_dryers,"site:wikihow.com ""how to"" Washing Machines and Dryers",How to Help Save the Environment,How to Save the Environment,https://www.wikihow.com/Help-Save-the-Environment,Environmental Noise
entertainment,crochet,site:wikihow.com Category:Crochet,Einen Faden beim Häkeln halten,Error Resolving,https://de.wikihow.com/Einen-Faden-beim-H%25C3%25A4keln-halten,Foreign Language
entertainment,decorating_with_prints_and_pictures,"site:wikihow.com ""Decorating with Prints and Pictures""",How to Mix Prints,Error Resolving,https://www.wikihow.com/Mix-Prints,Fashion Leak
entertainment,decorating_with_prints_and_pictures,site:wikihow.com Category:Decorating with Prints and Pictures,How to Decorate a Page,Error Resolving,https://www.wikihow.com/Decorate-a-Page,Scrapbooking Noise
entertainment,diy,site:wikihow.com Category:DIY,Scattergories Categories,Error Resolving,https://www.wikihow.com/Scattergories-Categories,Leisure/Games Noise
entertainment,diy,site:wikihow.com Category:DIY,Jeopardy Categories,Error Resolving,https://www.wikihow.com/Jeopardy-Categories,Leisure/Games Noise
entertainment,diy,site:wikihow.com Category:DIY,Tapple Topics,Error Resolving,https://www.wikihow.com/Tapple-Categories,Leisure/Games Noise
entertainment,diy,"site:wikihow.com ""DIY""",Harry Potter-Zubehör basteln,Error Resolving,https://de.wikihow.com/Harry-Potter-Zubeh%25C3%25B6r-basteln,Foreign Language
entertainment,diy,"site:wikihow.com ""DIY""",Ein griechisches Göttinnenkostüm,Error Resolving,https://de.wikihow.com/Ein-griechisches-G%25C3%25B6ttinnenkost%25C3%25BCm-rasch-herstellen,Foreign Language
entertainment,diy,"site:wikihow.com ""DIY""",Eine Schneiderpuppe selbst machen,Error Resolving,https://de.wikihow.com/Eine-Schneiderpuppe-selbst-machen,Foreign Language
entertainment,diy,"site:wikihow.com ""DIY""",How to Make Vampire Fangs,Error Resolving,https://www.wikihow.com/Make-Vampire-Fangs,Costume/Mischief Noise
entertainment,diy,site:wikihow.com DIY as a hobby,27 Fun DIY Crafts... Bored,Error Resolving,https://www.wikihow.com/Crafts-to-Do-when-Bored,Lifestyle Noise
entertainment,hacking,site:wikihow.com Category:Hacking,4 Ways to Hack a Website,Error Resolving,https://www.wikihow.com/Hack-a-Website,Illegal/Malicious Activity
entertainment,hacking,site:wikihow.com Category:Hacking,3 Ways to Hack a Database,Error Resolving,https://www.wikihow.com/Hack-a-Database,Illegal/Malicious Activity
entertainment,hacking,site:wikihow.com Category:Hacking,How to Hack Into a School Computer,Error Resolving,https://www.wikihow.com/Hack-Into-a-School-Computer,Illegal/Mischief
