Continuum,Query,Google Title,Real WikiHow Title,URL
policy,"site:wikihow.com ""Human Rights""",Government - how to articles from wikiHow,Error Resolving,/url?q=https://www.wikihow.com/Category:Government&sa=U&ved=2ahUKEwi7l9Tv--STAxX7MlkFHQgnOtoQFnoECAsQAg&usg=AOvVaw08paPP6f3R7X38t1NJ5nVx
policy,"site:wikihow.com ""Human Rights""",Politics - how to articles from wikiHow,Error Resolving,/url?q=https://www.wikihow.com/Category:Politics&sa=U&ved=2ahUKEwi7l9Tv--STAxX7MlkFHQgnOtoQFnoECAgQAg&usg=AOvVaw26YqYoSoyOfIVFLJd7HRR7
policy,"site:wikihow.com ""Human Rights""",Careers in Government - how to articles from wikiHow,Error Resolving,/url?q=https://www.wikihow.com/Category:Careers-in-Government&sa=U&ved=2ahUKEwi7l9Tv--STAxX7MlkFHQgnOtoQFnoECAoQAg&usg=AOvVaw0VE0e_-KmBu8cvjJtjN1I2
policy,"site:wikihow.com ""Human Rights""",How to Write a Student Council Speech: 10 Steps (with Pictures),Error Resolving,/url?q=https://www.wikihow.com/Write-a-Student-Council-Speech&sa=U&ved=2ahUKEwi7l9Tv--STAxX7MlkFHQgnOtoQFnoECAkQAg&usg=AOvVaw0QpKC_VKWBa8CyXAHZgpyI
policy,"site:wikihow.com ""Human Rights""",How to Run for Student Council President - wikiHow,Error Resolving,/url?q=https://www.wikihow.com/Run-for-Student-Council-President&sa=U&ved=2ahUKEwi7l9Tv--STAxX7MlkFHQgnOtoQFnoECAUQAg&usg=AOvVaw0X8RVfK_xfquiZnUPpMIvq
policy,site:wikihow.com impact of Human Rights,3 Ways to Decide on a Career in Public Administration - wikiHow Life,Error Resolving,/url?q=https://www.wikihow.com/Decide-on-a-Career-in-Public-Administration&sa=U&ved=2ahUKEwjr9KPz--STAxUAD1kFHVY8I8IQFnoECAgQAg&usg=AOvVaw2kgSndXwmTUe1TXZIxTlUt
policy,site:wikihow.com impact of Human Rights,How to Make a Career in Politics - wikiHow Life,Error Resolving,/url?q=https://www.wikihow.com/Make-a-Career-in-Politics&sa=U&ved=2ahUKEwjr9KPz--STAxUAD1kFHVY8I8IQFnoECAoQAg&usg=AOvVaw1OqKcWFDQqGEqmXz_VZJTT
policy,site:wikihow.com impact of Human Rights,3 Ways to Lobby Politicians - wikiHow Life,Error Resolving,/url?q=http://m.wikihow.com/Lobby-Politicians&sa=U&ved=2ahUKEwjr9KPz--STAxUAD1kFHVY8I8IQFnoECAcQAg&usg=AOvVaw264634WgXefmjaKqNgjqxa
policy,site:wikihow.com impact of Human Rights,4 Ways to Get a Job With a Degree in Philosophy - wikiHow Life,Error Resolving,/url?q=https://www.wikihow.com/Get-a-Job-With-a-Degree-in-Philosophy&sa=U&ved=2ahUKEwjr9KPz--STAxUAD1kFHVY8I8IQFnoECA0QAg&usg=AOvVaw24rObkUCrm2DdAPT7FkbhC
policy,site:wikihow.com impact of Human Rights,"Carmela Resuma, MPP - wikiHow Expert Co-author",Error Resolving,/url?q=https://www.wikihow.com/Author/Carmela-Resuma-MPP&sa=U&ved=2ahUKEwjr9KPz--STAxUAD1kFHVY8I8IQFnoECAsQAg&usg=AOvVaw21r1sz1DsZnNta3BQkhfPj
policy,site:wikihow.com impact of Human Rights,3 Ways to Be Politically Active - wikiHow Life,Error Resolving,/url?q=https://www.wikihow.com/Be-Politically-Active&sa=U&ved=2ahUKEwjr9KPz--STAxUAD1kFHVY8I8IQFnoECA4QAg&usg=AOvVaw08Y_D9Jdv6OCW9jgeymZch
policy,site:wikihow.com impact of Human Rights,4 Ways to Run for Congress - wikiHow,Error Resolving,/url?q=https://www.wikihow.com/Run-for-Congress&sa=U&ved=2ahUKEwjr9KPz--STAxUAD1kFHVY8I8IQFnoECAUQAg&usg=AOvVaw1t2sylqMAt31rSk1Ghif_U
policy,site:wikihow.com impact of Human Rights,How to Become a U.S. Ambassador (with Pictures) - wikiHow,Error Resolving,/url?q=https://www.wikihow.com/Become-a-U.S.-Ambassador&sa=U&ved=2ahUKEwjr9KPz--STAxUAD1kFHVY8I8IQFnoECAYQAg&usg=AOvVaw1HUjc925G04DptBvsgypHk
policy,site:wikihow.com impact of Human Rights,How to Get a US Government Job - wikiHow Life,Error Resolving,/url?q=https://www.wikihow.com/Get-a-US-Government-Job&sa=U&ved=2ahUKEwjr9KPz--STAxUAD1kFHVY8I8IQFnoECAkQAg&usg=AOvVaw3rXrJc9XKl9QTAZROpJ6Pt
policy,site:wikihow.com impact of Human Rights,How to End a College Essay: The Do's and Don'ts - wikiHow,Error Resolving,/url?q=https://www.wikihow.com/Conclude-a-College-Essay&sa=U&ved=2ahUKEwjr9KPz--STAxUAD1kFHVY8I8IQFnoECAQQAg&usg=AOvVaw19kdWl0ERrEu0PrSmwuBZ1
